country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,0,0,1,149,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,121,387,10.0,1634
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,0,0,26,149,KF,Konservative,Conservatives,7.2186,21,121,387,10.0,590
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,0,0,3,149,RF,Retsforbund,Justice Party,6.0,21,121,387,10.0,1606
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,0,0,11,149,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,121,387,10.0,211
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,0,0,48,149,Sd,Socialdemokraterne,Social Democrats,3.8011,21,121,387,10.0,1629
DNK,Denmark,1945-10-30,1945-11-07,Kristensen,0,1,1,38,149,V,Venstre,Liberal Party,7.292000000000001,21,121,387,10.0,1605
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,9,150,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,541,408,387.0,1239
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,2,150,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,541,408,387.0,1634
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,17,150,KF,Konservative,Conservatives,7.2186,21,541,408,387.0,590
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,6,150,RF,Retsforbund,Justice Party,6.0,21,541,408,387.0,1606
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,10,150,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,541,408,387.0,211
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,1,1,57,150,Sd,Socialdemokraterne,Social Democrats,3.8011,21,541,408,387.0,1629
DNK,Denmark,1947-10-28,1947-11-13,Hedtoft I,0,0,0,49,150,V,Venstre,Liberal Party,7.292000000000001,21,541,408,387.0,1605
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,7,151,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,430,853,408.0,1239
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,2,151,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,430,853,408.0,1634
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,27,151,KF,Konservative,Conservatives,7.2186,21,430,853,408.0,590
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,12,151,RF,Retsforbund,Justice Party,6.0,21,430,853,408.0,1606
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,12,151,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,430,853,408.0,211
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,1,1,59,151,Sd,Socialdemokraterne,Social Democrats,3.8011,21,430,853,408.0,1629
DNK,Denmark,1950-09-05,1950-09-16,Hedtoft II,0,0,0,32,151,V,Venstre,Liberal Party,7.292000000000001,21,430,853,408.0,1605
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,0,0,7,151,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,430,36,853.0,1239
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,0,0,2,151,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,430,36,853.0,1634
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,1,0,27,151,KF,Konservative,Conservatives,7.2186,21,430,36,853.0,590
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,0,0,12,151,RF,Retsforbund,Justice Party,6.0,21,430,36,853.0,1606
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,0,0,12,151,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,430,36,853.0,211
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,0,0,59,151,Sd,Socialdemokraterne,Social Democrats,3.8011,21,430,36,853.0,1629
DNK,Denmark,1950-09-05,1950-10-30,Eriksen I,0,1,1,32,151,V,Venstre,Liberal Party,7.292000000000001,21,430,36,853.0,1605
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,0,0,7,151,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,213,359,36.0,1239
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,0,0,2,151,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,213,359,36.0,1634
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,1,0,26,151,KF,Konservative,Conservatives,7.2186,21,213,359,36.0,590
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,0,0,9,151,RF,Retsforbund,Justice Party,6.0,21,213,359,36.0,1606
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,0,0,13,151,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,213,359,36.0,211
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,0,0,61,151,Sd,Socialdemokraterne,Social Democrats,3.8011,21,213,359,36.0,1629
DNK,Denmark,1953-04-21,1953-04-21,Eriksen II,0,1,1,33,151,V,Venstre,Liberal Party,7.292000000000001,21,213,359,36.0,1605
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,8,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,630,879,359.0,1239
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,630,879,359.0,1634
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,30,179,KF,Konservative,Conservatives,7.2186,21,630,879,359.0,590
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,6,179,RF,Retsforbund,Justice Party,6.0,21,630,879,359.0,1606
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,14,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,630,879,359.0,211
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,630,879,359.0,812
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,1,1,74,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,630,879,359.0,1629
DNK,Denmark,1953-09-22,1953-09-30,Hedtoft III,0,0,0,42,179,V,Venstre,Liberal Party,7.292000000000001,21,630,879,359.0,1605
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,8,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,630,218,879.0,1239
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,630,218,879.0,1634
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,30,179,KF,Konservative,Conservatives,7.2186,21,630,218,879.0,590
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,6,179,RF,Retsforbund,Justice Party,6.0,21,630,218,879.0,1606
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,14,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,630,218,879.0,211
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,630,218,879.0,812
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,1,1,74,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,630,218,879.0,1629
DNK,Denmark,1953-09-22,1955-02-01,Hansen I,0,0,0,42,179,V,Venstre,Liberal Party,7.292000000000001,21,630,218,879.0,1605
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,0,0,6,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,263,51,218.0,1239
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,263,51,218.0,1634
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,0,0,30,179,KF,Konservative,Conservatives,7.2186,21,263,51,218.0,590
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,1,0,9,179,RF,Retsforbund,Justice Party,6.0,21,263,51,218.0,1606
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,1,0,14,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,263,51,218.0,211
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,263,51,218.0,812
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,1,1,70,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,263,51,218.0,1629
DNK,Denmark,1957-05-14,1957-05-28,Hansen II,0,0,0,45,179,V,Venstre,Liberal Party,7.292000000000001,21,263,51,218.0,1605
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,0,0,6,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,263,467,51.0,1239
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,263,467,51.0,1634
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,0,0,30,179,KF,Konservative,Conservatives,7.2186,21,263,467,51.0,590
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,1,0,9,179,RF,Retsforbund,Justice Party,6.0,21,263,467,51.0,1606
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,1,0,14,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,263,467,51.0,211
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,263,467,51.0,812
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,1,1,70,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,263,467,51.0,1629
DNK,Denmark,1957-05-14,1960-02-21,Kampmann I,0,0,0,45,179,V,Venstre,Liberal Party,7.292000000000001,21,263,467,51.0,1605
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,6,179,DU,De Uafhængige,Independents Party,6.0,21,73,456,467.0,538
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,73,456,467.0,1634
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,32,179,KF,Konservative,Conservatives,7.2186,21,73,456,467.0,590
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,1,0,11,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,73,456,467.0,211
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,73,456,467.0,1644
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,73,456,467.0,812
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,1,1,76,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,73,456,467.0,1629
DNK,Denmark,1960-11-15,1960-11-18,Kampmann II,0,0,0,38,179,V,Venstre,Liberal Party,7.292000000000001,21,73,456,467.0,1605
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,6,179,DU,De Uafhængige,Independents Party,6.0,21,73,841,456.0,538
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,73,841,456.0,1634
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,32,179,KF,Konservative,Conservatives,7.2186,21,73,841,456.0,590
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,1,0,11,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,73,841,456.0,211
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,73,841,456.0,1644
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,73,841,456.0,812
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,1,1,76,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,73,841,456.0,1629
DNK,Denmark,1960-11-15,1962-09-03,Krag I,0,0,0,38,179,V,Venstre,Liberal Party,7.292000000000001,21,73,841,456.0,1605
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,5,179,DU,De Uafhængige,Independents Party,6.0,21,288,660,841.0,538
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,288,660,841.0,1634
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,36,179,KF,Konservative,Conservatives,7.2186,21,288,660,841.0,590
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,10,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,288,660,841.0,211
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,10,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,288,660,841.0,1644
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,1,1,76,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,288,660,841.0,1629
DNK,Denmark,1964-09-22,1964-09-26,Krag II,0,0,0,38,179,V,Venstre,Liberal Party,7.292000000000001,21,288,660,841.0,1605
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,97,825,660.0,1634
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,34,179,KF,Konservative,Conservatives,7.2186,21,97,825,660.0,590
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,4,179,LC,Liberalt Centrum,Liberal Centre,6.0,21,97,825,660.0,1478
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,13,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,97,825,660.0,211
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,20,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,97,825,660.0,1644
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,1,1,69,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,97,825,660.0,1629
DNK,Denmark,1966-11-22,1966-11-22,Krag III,0,0,0,35,179,V,Venstre,Liberal Party,7.292000000000001,21,97,825,660.0,1605
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,531,596,825.0,1634
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,1,0,37,179,KF,Konservative,Conservatives,7.2186,21,531,596,825.0,590
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,1,1,27,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,531,596,825.0,211
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,531,596,825.0,1644
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,0,0,62,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,531,596,825.0,1629
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,1,0,34,179,V,Venstre,Liberal Party,7.292000000000001,21,531,596,825.0,1605
DNK,Denmark,1968-01-23,1968-02-02,Baunsgaard,0,0,0,4,179,VS,Venstresocialisterne,Left Socialists,0.8,21,531,596,825.0,189
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,400,345,596.0,1634
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,0,0,31,179,KF,Konservative,Conservatives,7.2186,21,400,345,596.0,590
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,0,0,27,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,400,345,596.0,211
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,0,0,17,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,400,345,596.0,1644
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,1,1,70,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,400,345,596.0,1629
DNK,Denmark,1971-09-21,1971-10-11,Krag IV,0,0,0,30,179,V,Venstre,Liberal Party,7.292000000000001,21,400,345,596.0,1605
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,400,320,345.0,1634
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,0,0,31,179,KF,Konservative,Conservatives,7.2186,21,400,320,345.0,590
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,0,0,27,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,400,320,345.0,211
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,0,0,17,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,400,320,345.0,1644
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,1,1,70,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,400,320,345.0,1629
DNK,Denmark,1971-09-21,1972-10-05,Jorgensen I,0,0,0,30,179,V,Venstre,Liberal Party,7.292000000000001,21,400,320,345.0,1605
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,13,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,64,744,320.0,1324
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,6,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,64,744,320.0,1239
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,1,179,DU,De Uafhængige,Independents Party,6.0,21,64,744,320.0,538
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,27,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,64,744,320.0,978
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,64,744,320.0,1634
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,16,179,KF,Konservative,Conservatives,7.2186,21,64,744,320.0,590
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,7,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,64,744,320.0,1331
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,5,179,RF,Retsforbund,Justice Party,6.0,21,64,744,320.0,1606
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,20,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,64,744,320.0,211
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,64,744,320.0,1644
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,64,744,320.0,812
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,0,0,46,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,64,744,320.0,1629
DNK,Denmark,1973-12-04,1973-12-19,Hartling,0,1,1,22,179,V,Venstre,Liberal Party,7.292000000000001,21,64,744,320.0,1605
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,3,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,464,50,744.0,1324
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,7,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,464,50,744.0,1239
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,24,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,464,50,744.0,978
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,464,50,744.0,1634
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,10,179,KF,Konservative,Conservatives,7.2186,21,464,50,744.0,590
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,9,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,464,50,744.0,1331
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,13,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,464,50,744.0,211
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,9,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,464,50,744.0,1644
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,464,50,744.0,812
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,1,1,53,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,464,50,744.0,1629
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,42,179,V,Venstre,Liberal Party,7.292000000000001,21,464,50,744.0,1605
DNK,Denmark,1975-01-09,1975-02-13,Jorgensen II,0,0,0,4,179,VS,Venstresocialisterne,Left Socialists,0.8,21,464,50,744.0,189
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,10,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,409,248,50.0,1324
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,7,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,409,248,50.0,1239
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,26,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,409,248,50.0,978
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,409,248,50.0,1634
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,15,179,KF,Konservative,Conservatives,7.2186,21,409,248,50.0,590
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,6,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,409,248,50.0,1331
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,6,179,RF,Retsforbund,Justice Party,6.0,21,409,248,50.0,1606
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,6,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,409,248,50.0,211
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,7,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,409,248,50.0,1644
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,409,248,50.0,812
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,1,1,65,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,409,248,50.0,1629
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,21,179,V,Venstre,Liberal Party,7.292000000000001,21,409,248,50.0,1605
DNK,Denmark,1977-02-15,1977-02-15,Jorgensen III,0,0,0,5,179,VS,Venstresocialisterne,Left Socialists,0.8,21,409,248,50.0,189
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,10,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,409,824,248.0,1324
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,7,179,DKP,Danmarks Kommunistiske Parti,Communist Party of Denmark,1.0,21,409,824,248.0,1239
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,26,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,409,824,248.0,978
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,409,824,248.0,1634
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,15,179,KF,Konservative,Conservatives,7.2186,21,409,824,248.0,590
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,6,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,409,824,248.0,1331
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,6,179,RF,Retsforbund,Justice Party,6.0,21,409,824,248.0,1606
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,6,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,409,824,248.0,211
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,7,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,409,824,248.0,1644
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,1,179,SP,Slesvigsk Parti,Schleswig Party,,21,409,824,248.0,812
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,1,1,65,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,409,824,248.0,1629
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,1,0,21,179,V,Venstre,Liberal Party,7.292000000000001,21,409,824,248.0,1605
DNK,Denmark,1977-02-15,1978-08-30,Jorgensen IV,0,0,0,5,179,VS,Venstresocialisterne,Left Socialists,0.8,21,409,824,248.0,189
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,6,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,242,379,824.0,1324
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,20,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,242,379,824.0,978
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,242,379,824.0,1634
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,22,179,KF,Konservative,Conservatives,7.2186,21,242,379,824.0,590
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,5,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,242,379,824.0,1331
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,5,179,RF,Retsforbund,Justice Party,6.0,21,242,379,824.0,1606
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,10,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,242,379,824.0,211
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,242,379,824.0,1644
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,1,1,68,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,242,379,824.0,1629
DNK,Denmark,1979-10-23,1979-10-26,Jorgensen V,0,0,0,22,179,V,Venstre,Liberal Party,7.292000000000001,21,242,379,824.0,1605
